id,concrete_cement,healthy_metal,incomplete,irregular_metal,other
7a4d630a,0.028263797983527184,0.7172327637672424,0.02227773144841194,0.20357167720794678,0.028654107823967934
7a4bbbd6,0.044387947767972946,0.5917901992797852,0.09226971119642258,0.2686392366886139,0.00291285733692348
7a4ac744,0.0023383176885545254,0.17501486837863922,0.237696573138237,0.58272385597229,0.002226326847448945
7a4881fa,0.011367302387952805,0.3091404139995575,0.09918277710676193,0.5793946981430054,0.0009148488752543926
7a4aa4a8,0.00979050062596798,0.6894046664237976,0.03157898038625717,0.26532137393951416,0.0039044420700520277
7a514434,0.007201070431619883,0.8322116732597351,0.038346029818058014,0.12160511314868927,0.0006361986743286252
7a485f72,0.001102099777199328,0.75184166431427,0.004124957136809826,0.24218054115772247,0.0007506071706302464
7a4b8d32,0.0006024343310855329,0.8646700978279114,0.0019744173623621464,0.13244593143463135,0.00030684133525937796
7a47eb3c,0.0027795988135039806,0.16657453775405884,0.03987642377614975,0.7901125550270081,0.00065698625985533
7a4be3ae,0.012326634488999844,0.18408381938934326,0.09998032450675964,0.6980489492416382,0.005560174118727446
7a46a330,0.001312206732109189,0.5282217264175415,0.02501842938363552,0.444861501455307,0.0005860675009898841
7a481620,0.07767051458358765,0.4995241165161133,0.09622491151094437,0.31162258982658386,0.014957834966480732
7a49c678,0.024630356580018997,0.03601377457380295,0.5023009777069092,0.42551666498184204,0.011538203805685043
7a4ea044,0.055950652807950974,0.15925195813179016,0.35745105147361755,0.3033704459667206,0.12397587299346924
7a47aa1e,0.014042312279343605,0.8465167880058289,0.03762069344520569,0.08726254850625992,0.01455765776336193
7a51aa1e,0.03302491456270218,0.2494792491197586,0.0441729873418808,0.6718915104866028,0.0014313387218862772
7a498be0,0.022950593382120132,0.3246108591556549,0.16147413849830627,0.4879027307033539,0.003061773953959346
7a4a2848,0.04934230446815491,0.04857842996716499,0.5708097815513611,0.2654157876968384,0.06585364043712616
7a4c4cd6,0.12967637181282043,0.421595960855484,0.14281657338142395,0.2978174090385437,0.008093670941889286
7a465038,0.08323555439710617,0.6107581853866577,0.08295287936925888,0.2197321653366089,0.0033212199341505766
7a4e94aa,0.02498568966984749,0.016905147582292557,0.871985912322998,0.08409269899129868,0.0020305016078054905
7a49f62a,0.02788161113858223,0.18242399394512177,0.30938151478767395,0.4655892252922058,0.014723631553351879
7a45b6f0,0.004771550185978413,0.9288843870162964,0.023234229534864426,0.04012839123606682,0.0029813514556735754
7a50bb90,0.006465055048465729,0.7851735353469849,0.007274056784808636,0.19986394047737122,0.001223393133841455
7a4d38e4,0.014397378079593182,0.5485345125198364,0.24627766013145447,0.18172124028205872,0.009069208987057209
7a48a3a6,0.0011509826872497797,0.31764695048332214,0.060374341905117035,0.618289589881897,0.002538111759349704
7a4ebe9e,0.0005234774434939027,0.1776660531759262,0.013138857670128345,0.8080309629440308,0.0006405496969819069
7a48352e,0.06365995109081268,0.5668705105781555,0.03201916068792343,0.33581843972206116,0.0016319671412929893
7a4bfaec,0.01623755320906639,0.899791419506073,0.005995480809360743,0.07315254211425781,0.004823135677725077
7a51e060,0.07284857332706451,0.17711348831653595,0.3190292418003082,0.4262635111808777,0.004745184443891048
7a4c0f5a,0.0054712300188839436,0.817165732383728,0.008232628926634789,0.16185061633586884,0.007279623299837112
7a4b9976,0.5161234140396118,0.03244142606854439,0.12334556877613068,0.3144119381904602,0.01367766223847866
