id,concrete_cement,healthy_metal,incomplete,irregular_metal,other
7a4d630a,0.02861992083489895,0.789831280708313,0.01261206716299057,0.15028949081897736,0.018647292628884315
7a4bbbd6,0.027834013104438782,0.7239108681678772,0.03165183588862419,0.2156292200088501,0.0009741161484271288
7a4ac744,0.004455632995814085,0.34440818428993225,0.19936981797218323,0.4507124125957489,0.0010540917282924056
7a4881fa,0.007569849491119385,0.4406912922859192,0.0955299660563469,0.4558156132698059,0.0003932775871362537
7a4aa4a8,0.003754640929400921,0.5025295615196228,0.01692645624279976,0.47433507442474365,0.0024541974999010563
7a514434,0.0038804002106189728,0.8088845014572144,0.013264881446957588,0.17393170297145844,3.8294285332085565e-05
7a485f72,0.00030078933923505247,0.9204115271568298,0.0008933154749684036,0.078319251537323,7.527324487455189e-05
7a4b8d32,0.00013828914961777627,0.9620542526245117,0.0007644889992661774,0.036971934139728546,7.095200999174267e-05
7a47eb3c,0.0020256489515304565,0.17602349817752838,0.037808649241924286,0.783765435218811,0.00037676235660910606
7a4be3ae,0.010626782663166523,0.17285263538360596,0.07832612842321396,0.7353563904762268,0.0028381196316331625
7a46a330,0.0005401181406341493,0.7694004774093628,0.005133246537297964,0.22485896944999695,6.70187218929641e-05
7a481620,0.08124171197414398,0.5255395174026489,0.08037388324737549,0.3085128664970398,0.004331944976001978
7a49c678,0.021875610575079918,0.020522184669971466,0.5828405022621155,0.369441956281662,0.005319866351783276
7a4ea044,0.06466180831193924,0.2611503303050995,0.3508788049221039,0.26185646653175354,0.061452630907297134
7a47aa1e,0.005473191384226084,0.928764820098877,0.015209807083010674,0.045763514935970306,0.004788617137819529
7a51aa1e,0.015789587050676346,0.236857607960701,0.015343212522566319,0.7313494682312012,0.000660061021335423
7a498be0,0.011237331666052341,0.367448627948761,0.09071642905473709,0.529818594455719,0.0007788998773321509
7a4a2848,0.10937287658452988,0.07435524463653564,0.3773914873600006,0.35261738300323486,0.08626288920640945
7a4c4cd6,0.13592824339866638,0.5631979703903198,0.13512983918190002,0.16084012389183044,0.004903845023363829
7a465038,0.05419638007879257,0.7486222386360168,0.03291572630405426,0.16212549805641174,0.002140106400474906
7a4e94aa,0.07585477083921432,0.035995129495859146,0.6749334335327148,0.21268895268440247,0.0005276717711240053
7a49f62a,0.03220400586724281,0.22169673442840576,0.20327630639076233,0.5305178165435791,0.01230520661920309
7a45b6f0,0.002406935440376401,0.9574987888336182,0.007234958466142416,0.032100602984428406,0.0007585606654174626
7a50bb90,0.003737781895324588,0.8994812369346619,0.0027627120725810528,0.09365878254175186,0.00035947421565651894
7a4d38e4,0.013513891957700253,0.6180782914161682,0.17083413898944855,0.19284208118915558,0.004731622990220785
7a48a3a6,0.0010958174243569374,0.43027248978614807,0.05203777551651001,0.5158483386039734,0.0007456011371687055
7a4ebe9e,0.0003327466547489166,0.10858898609876633,0.0030650317203253508,0.8878815174102783,0.00013168212899472564
7a48352e,0.03787745535373688,0.66176837682724,0.016617489978671074,0.2826317548751831,0.0011047975858673453
7a4bfaec,0.011284255422651768,0.9361554384231567,0.0010417912853881717,0.0500953383743763,0.0014234288828447461
7a51e060,0.05041634291410446,0.5065921545028687,0.1958044171333313,0.24644944071769714,0.0007376417052000761
7a4c0f5a,0.0053910850547254086,0.7824866771697998,0.0017814876046031713,0.2031712383031845,0.0071692452766001225
7a4b9976,0.4664819836616516,0.05211992561817169,0.05624852329492569,0.41943368315696716,0.0057159182615578175
7a4b27d4,0.7004885077476501,0.054811179637908936,0.1797044575214386,0.06465941667556763,0.0003364298609085381
7a51c698,0.831587553024292,0.0613832101225853,0.04140518605709076,0.06453714519739151,0.0010870015248656273
7a474bb4,0.01936080865561962,0.16899104416370392,0.024859653785824776,0.7851042151451111,0.0016842184122651815
7a480054,0.035535652190446854,0.2614360749721527,0.07337750494480133,0.6221780180931091,0.007472630124539137
7a4a4044,0.16243644058704376,0.7012467980384827,0.022431017830967903,0.11376718431711197,0.00011846685083582997
7a4c35ca,0.010035816580057144,0.4765952527523041,0.003921974450349808,0.5092619061470032,0.00018490033107809722
7a4d3fd8,0.00028581797960214317,0.9697310924530029,0.00023161548597272485,0.029691752046346664,5.976405009278096e-05
7a4c1a68,0.00026828053523786366,0.9969338774681091,4.9542122724233195e-05,0.0025014630518853664,0.00024696593754924834
7a4eb1c4,0.04951544106006622,0.7283271551132202,0.006648586597293615,0.2147371470928192,0.0007716843392699957
7a4a51ce,0.00023431397858075798,0.9910632371902466,0.0008279379107989371,0.007483887951821089,0.0003906769270543009
7a4a14fc,0.007539816200733185,0.8861073851585388,0.014347593300044537,0.09051800519227982,0.001486944267526269
7a5015d2,0.0013518957421183586,0.6955512762069702,0.006573563441634178,0.296421617269516,0.00010149748413823545
7a4ba95c,0.00015890214126557112,0.9758448004722595,0.0008344557718373835,0.023087898269295692,7.391080725938082e-05
7a5101ae,0.006404266692698002,0.8929084539413452,0.004050388000905514,0.09483031183481216,0.001806589076295495
7a4d0a22,0.030437467619776726,0.7968783974647522,0.06422815471887589,0.10601522028446198,0.0024407589808106422
7a5134ee,0.011295792646706104,0.9253851771354675,0.008587732911109924,0.05352022126317024,0.0012111365795135498
7a4a85c2,0.01520970556885004,0.9358817934989929,0.0007334867841564119,0.04747658222913742,0.000698476389516145
7a514b14,0.0013505832757800817,0.8259938955307007,0.002908891998231411,0.1696484535932541,9.809312177821994e-05
7a4d0a90,0.03722293674945831,0.19934484362602234,0.01197432354092598,0.75142902135849,2.9009106583544053e-05
7a485fd6,0.09944739192724228,0.5018417835235596,0.16988159716129303,0.21561075747013092,0.013218497857451439
7a4f668c,0.002572715515270829,0.8866638541221619,0.001718931831419468,0.10738521069288254,0.0016593575710430741
7a44e752,0.009064611978828907,0.5520698428153992,0.03737211599946022,0.39896324276924133,0.002530121710151434
7a5162d4,0.003992379643023014,0.39953845739364624,0.01746569201350212,0.5697839260101318,0.00921963807195425
7a465894,0.0016836419235914946,0.8495708703994751,0.010931110009551048,0.12351536750793457,0.014299019239842892
7a4c9a10,0.012832419015467167,0.8072981238365173,0.01695464737713337,0.16144905984401703,0.0014656527200713754
7a485810,0.0012366835726425052,0.9475731253623962,0.0005519475089386106,0.04989004135131836,0.000747998827137053
7a4a9788,0.02978970855474472,0.7894050478935242,0.048039425164461136,0.10532825440168381,0.027437664568424225
7a503198,0.005125534255057573,0.9666102528572083,0.0017315952572971582,0.025849150493741035,0.0006833217921666801
7a4e206a,0.05623626708984375,0.2124878317117691,0.3391644060611725,0.392082542181015,2.880493957491126e-05
7a4c15ea,0.00018749730952549726,0.9788954854011536,0.0004750583611894399,0.020435446873307228,6.539419700857252e-06
7a4f8536,0.0017258480656892061,0.37038201093673706,0.0051222606562078,0.6207467317581177,0.0020231292583048344
7a513df4,0.0013470252742990851,0.46707427501678467,0.041519325226545334,0.48880892992019653,0.0012504273327067494
7a4d7624,0.0006071431562304497,0.26829206943511963,0.07495158910751343,0.6560705900192261,7.877164898673072e-05
7a4c9e8e,0.006243661046028137,0.08841625601053238,0.02773921750485897,0.8774265050888062,0.00017445796402171254
7a4b2554,0.0077384402975440025,0.2621794044971466,0.039076630026102066,0.587723433971405,0.10328208655118942
7a502b12,0.018373360857367516,0.41053536534309387,0.12871401011943817,0.2065064162015915,0.2358706295490265
7a4c32e6,0.06466029584407806,0.06901463866233826,0.1016879454255104,0.7645353078842163,0.00010170406312681735
7a4a8a2c,0.9394838809967041,0.006070334929972887,0.04464395344257355,0.0097128264605999,8.88634895090945e-05
7a467b76,0.0017202896997332573,0.23539113998413086,0.005581654142588377,0.7571658492088318,0.00014087471936363727
7a51b554,0.005265289451926947,0.39027684926986694,0.01110750250518322,0.5931633710861206,0.00018698908388614655
7a4622e8,0.006217513233423233,0.15964314341545105,0.03437558189034462,0.7996453046798706,0.00011850040755234659
7a4a599e,0.005299686454236507,0.815384566783905,0.008089701645076275,0.1702038198709488,0.0010223897406831384
7a4d17c4,0.005565413273870945,0.8829777836799622,0.01363391149789095,0.09664171189069748,0.001180974766612053
7a4fb740,0.03537275642156601,0.7648219466209412,0.01908651739358902,0.18058466911315918,0.0001340795715805143
7a4ceed4,0.014786788262426853,0.8336739540100098,0.006149462424218655,0.14462392032146454,0.0007660032715648413
7a45d1a8,0.031966421753168106,0.47836464643478394,0.02116083912551403,0.4682729244232178,0.00023525550204794854
7a4ef33c,0.1454126089811325,0.24866539239883423,0.0824204534292221,0.5211737155914307,0.002327783964574337
7a4ec808,0.007376702036708593,0.02173248492181301,0.06993412226438522,0.9007255434989929,0.0002311651041964069
7a4eb8d6,0.009256106801331043,0.8501888513565063,0.006122223101556301,0.13372091948986053,0.0007118098437786102
7a4f39d2,0.11321767419576645,0.10274999588727951,0.27284276485443115,0.4455418586730957,0.06564784795045853
7a47a140,0.020595351234078407,0.08635406941175461,0.21238777041435242,0.6774671077728271,0.0031956827733665705
7a4ec79a,0.015616895630955696,0.17014920711517334,0.13643255829811096,0.6764378547668457,0.0013635912910103798
7a4be75a,0.017556948587298393,0.6289671659469604,0.01647561974823475,0.336652010679245,0.0003481624007690698
7a515d20,0.0017386567778885365,0.7863377928733826,0.0017432450549677014,0.20945057272911072,0.0007298861746676266
7a4e6048,0.448208212852478,0.036823756992816925,0.23754559457302094,0.2770402431488037,0.000382226804504171
7a4b4ade,0.7655119299888611,0.012518741190433502,0.14143039286136627,0.07920230180025101,0.0013366254279389977
7a4e6250,0.018666714429855347,0.2777564227581024,0.025492483749985695,0.6765331625938416,0.0015510524390265346
7a4848f2,0.011100608855485916,0.3837911784648895,0.034787509590387344,0.5702651143074036,5.5600761697860435e-05
7a4fe30a,0.01606854237616062,0.02179824933409691,0.5046951174736023,0.45738157629966736,5.630967643810436e-05
7a5098e0,0.012042904272675514,0.23123866319656372,0.02523847483098507,0.7304665446281433,0.0010133119067177176
7a4c4f60,0.055171601474285126,0.2638799548149109,0.3950471878051758,0.2852172553539276,0.0006841560825705528
